STATION,DATE,PRCP,, Value
SF000207460,1/18/1982,0,,0.018
SF000207460,1/19/1982,0.24,,0.018
SF000207460,1/20/1982,0.22,,0.022
SF000207460,1/21/1982,0,,0.041
SF000207460,1/22/1982,0,,0.037
SF000207460,1/23/1982,0,,0.036
SF000207460,1/24/1982,0,,0.027
SF000207460,1/25/1982,0,,0.014
SF000207460,1/26/1982,0,,0.012
SF000207460,1/27/1982,0,,0.01
SF000207460,1/28/1982,0,,0.009
SF000207460,1/29/1982,0,,0.01
SF000207460,1/30/1982,0,,0.011
SF000207460,1/31/1982,0,,0.01
SF000207460,2/1/1982,0,,0.028
SF000207460,2/2/1982,0,,0.024
SF000207460,2/3/1982,0,,0.01
SF000207460,2/4/1982,0,,0.009
SF000207460,2/5/1982,0,,0.011
SF000207460,2/6/1982,0,,0.011
SF000207460,2/7/1982,0,,0.01
SF000207460,2/8/1982,0,,0.011
SF000207460,2/9/1982,0.16,,0.01
SF000207460,2/10/1982,0,,0.011
SF000207460,2/11/1982,0,,0.023
SF000207460,2/12/1982,0,,0.023
SF000207460,2/13/1982,0,,0.023
SF000207460,2/14/1982,0,,0.024
SF000207460,2/15/1982,0,,0.022
SF000207460,2/16/1982,0,,0.013
SF000207460,2/17/1982,0,,0.017
SF000207460,2/18/1982,0,,0.015
SF000207460,2/19/1982,0,,0.015
SF000207460,2/20/1982,0,,0.016
SF000207460,2/21/1982,0,,0.016
SF000207460,2/22/1982,0,,0.012
SF000207460,2/23/1982,0,,0.021
SF000207460,2/24/1982,0,,0.018
SF000207460,2/25/1982,0,,0.018
SF000207460,2/26/1982,0,,0.019
SF000207460,2/27/1982,0,,0.007
SF000207460,2/28/1982,0,,0.015
SF000207460,3/1/1982,0,,0.012
SF000207460,3/2/1982,0,,0.009
SF000207460,3/3/1982,0,,0.013
SF000207460,3/4/1982,0,,0.014
SF000207460,3/5/1982,0,,0.014
SF000207460,3/6/1982,0,,0.009
SF000207460,3/7/1982,0,,0.009
SF000207460,3/8/1982,0,,0.009
SF000207460,3/9/1982,0,,0.01
SF000207460,3/10/1982,0,,0.009
SF000207460,3/11/1982,0,,0.009
SF000207460,3/12/1982,0,,0.01
SF000207460,3/13/1982,0,,0.01
SF000207460,3/14/1982,0,,0.011
SF000207460,3/15/1982,0,,0.011
SF000207460,3/16/1982,0,,0.022
SF000207460,3/17/1982,0,,0.009
SF000207460,3/18/1982,0,,0.009
SF000207460,3/19/1982,0.2,,0.01
SF000207460,3/20/1982,0,,0.01
SF000207460,3/21/1982,0,,0.007
SF000207460,3/22/1982,0,,0.009
SF000207460,3/23/1982,0,,0.008
SF000207460,3/24/1982,0,,0.007
SF000207460,3/25/1982,0,,0.007
SF000207460,3/26/1982,0.08,,0.009
SF000207460,3/27/1982,0,,0.009
SF000207460,3/28/1982,0,,0.009
SF000207460,3/29/1982,0,,0.01
SF000207460,3/30/1982,0,,0.011
SF000207460,3/31/1982,0,,0.011
SF000207460,4/1/1982,0,,0.01
SF000207460,4/2/1982,0,,0.011
SF000207460,4/3/1982,0,,0.012
SF000207460,4/4/1982,0,,0.012
SF000207460,4/5/1982,0,,0.023
SF000207460,4/6/1982,0.45,,0.013
SF000207460,4/7/1982,0,,0.014
SF000207460,4/8/1982,0,,0.016
SF000207460,4/9/1982,0.16,,0.017
SF000207460,4/10/1982,0.31,,0.011
SF000207460,4/11/1982,0.08,,0.01
SF000207460,4/12/1982,0,,0.011
SF000207460,4/13/1982,0,,0.011
SF000207460,4/14/1982,0,,0.01
SF000207460,4/15/1982,0,,0.011
SF000207460,4/16/1982,0.49,,0.014
SF000207460,4/17/1982,0.16,,0.012
SF000207460,4/18/1982,0.2,,0.013
SF000207460,4/19/1982,0,,0.012
SF000207460,4/20/1982,0,,0.012
SF000207460,4/21/1982,0,,0.011
SF000207460,4/22/1982,0,,0.01
SF000207460,4/23/1982,0,,0.012
SF000207460,4/24/1982,0,,0.013
SF000207460,4/25/1982,0,,0.01
SF000207460,4/26/1982,0.01,,0.009
SF000207460,4/27/1982,0,,0.008
SF000207460,4/28/1982,0.08,,0.007
SF000207460,4/29/1982,0,,0.006
SF000207460,4/30/1982,0,,0.007
SF000207460,5/1/1982,0,,0.006
SF000207460,5/2/1982,0,,0.009
SF000207460,5/3/1982,0,,0.01
SF000207460,5/4/1982,0,,0.008
SF000207460,5/5/1982,0,,0.006
SF000207460,5/6/1982,0,,0.006
SF000207460,5/7/1982,0,,0.007
SF000207460,5/8/1982,0,,0.008
SF000207460,5/9/1982,0,,0.007
SF000207460,5/10/1982,0.12,,0.007
SF000207460,5/11/1982,0,,0.006
SF000207460,5/12/1982,0,,0.006
SF000207460,5/13/1982,0,,0.012
SF000207460,5/14/1982,0,,0.008
SF000207460,5/15/1982,0,,0.007
SF000207460,5/16/1982,0.39,,0.009
SF000207460,5/17/1982,0.33,,0.012
SF000207460,5/18/1982,0.06,,0.015
SF000207460,5/19/1982,0.04,,0.02
SF000207460,5/20/1982,0,,0.024
SF000207460,5/21/1982,0.55,,0.019
SF000207460,5/22/1982,0,,0.012
SF000207460,5/23/1982,0.26,,0.017
SF000207460,5/24/1982,0,,0.012
SF000207460,5/25/1982,0,,0.013
SF000207460,5/26/1982,0,,0.015
SF000207460,5/27/1982,0,,0.014
SF000207460,5/28/1982,0,,0.011
SF000207460,5/29/1982,0,,0.021
SF000207460,5/30/1982,0,,0.029
SF000207460,5/31/1982,0,,0.021
SF000207460,6/1/1982,0,,0.018
SF000207460,6/2/1982,0,,0.017
SF000207460,6/3/1982,0,,0.01
SF000207460,6/4/1982,0,,0.02
SF000207460,6/5/1982,0.59,,0.022
SF000207460,6/6/1982,0,,0.012
SF000207460,6/7/1982,0,,0.017
SF000207460,6/8/1982,0,,0.016
SF000207460,6/9/1982,0,,0.019
SF000207460,6/10/1982,0.39,,0.02
SF000207460,6/11/1982,0,,0.015
SF000207460,6/12/1982,0,,0.012
SF000207460,6/13/1982,0.2,,0.018
SF000207460,6/14/1982,0,,0.014
SF000207460,6/15/1982,0.59,,0.02
SF000207460,6/16/1982,0.51,,0.014
SF000207460,6/17/1982,0,,0.02
SF000207460,6/18/1982,0,,0.026
SF000207460,6/19/1982,0,,0.024
SF000207460,6/20/1982,0,,0.019
SF000207460,6/21/1982,0.41,,0.019
SF000207460,6/22/1982,0,,0.015
SF000207460,6/23/1982,0,,0.018
SF000207460,6/24/1982,0,,0.016
SF000207460,6/25/1982,0.16,,0.015
SF000207460,6/26/1982,0.06,,0.016
SF000207460,6/27/1982,0,,0.01
SF000207460,6/28/1982,0,,0.018
SF000207460,6/29/1982,0,,0.011
SF000207460,6/30/1982,0.98,,0.011
SF000207460,7/1/1982,0.79,,0.011
SF000207460,7/2/1982,0,,0.021
SF000207460,7/3/1982,0.08,,0.016
SF000207460,7/4/1982,0,,0.014
SF000207460,7/5/1982,0,,0.013
SF000207460,7/6/1982,0,,0.016
SF000207460,7/7/1982,0,,0.009
SF000207460,7/8/1982,0,,0.009
SF000207460,7/9/1982,0,,0.013
SF000207460,7/10/1982,0,,0.013
SF000207460,7/11/1982,0,,0.013
SF000207460,7/12/1982,0,,0.011
SF000207460,7/13/1982,0,,0.021
SF000207460,7/14/1982,0.33,,0.021
SF000207460,7/15/1982,0,,0.023
SF000207460,7/16/1982,0,,0.027
SF000207460,7/17/1982,0,,0.026
SF000207460,7/18/1982,0,,0.035
SF000207460,7/19/1982,0,,0.033
SF000207460,7/20/1982,0,,0.031
SF000207460,7/21/1982,0.08,,0.028
SF000207460,7/22/1982,0.55,,0.025
SF000207460,7/23/1982,3.16,,0.032
SF000207460,7/24/1982,0,,0.036
SF000207460,7/25/1982,0,,0.034
SF000207460,7/26/1982,0,,0.033
SF000207460,7/27/1982,0,,0.024
SF000207460,7/28/1982,0.81,,0.021
SF000207460,7/29/1982,0,,0.02
SF000207460,7/30/1982,0,,0.014
SF000207460,7/31/1982,0.33,,0.023
SF000207460,8/1/1982,0.26,,0.029
SF000207460,8/2/1982,0.31,,0.031
SF000207460,8/3/1982,0,,0.031
SF000207460,8/4/1982,0,,0.028
SF000207460,8/5/1982,0,,0.03
SF000207460,8/6/1982,0,,0.03
SF000207460,8/7/1982,0,,0.032
SF000207460,8/8/1982,0.41,,0.035
SF000207460,8/9/1982,0.22,,0.034
SF000207460,8/10/1982,0.51,,0.032
SF000207460,8/11/1982,0,,0.033
SF000207460,8/12/1982,0,,0.03
SF000207460,8/13/1982,0,,0.033
SF000207460,8/14/1982,0.18,,0.032
SF000207460,8/15/1982,0,,0.023
SF000207460,8/16/1982,0,,0.029
SF000207460,8/17/1982,0,,0.029
SF000207460,8/18/1982,0,,0.03
SF000207460,8/19/1982,0,,0.031
SF000207460,8/20/1982,0.42,,0.033
SF000207460,8/21/1982,0,,0.029
SF000207460,8/22/1982,0,,0.033
SF000207460,8/23/1982,0,,0.042
SF000207460,8/24/1982,0,,0.035
SF000207460,8/25/1982,0,,0.028
SF000207460,8/26/1982,0,,0.027
SF000207460,8/27/1982,0.04,,0.031
SF000207460,8/28/1982,0.26,,0.029
SF000207460,8/29/1982,0,,0.027
SF000207460,8/30/1982,0.22,,0.026
SF000207460,8/31/1982,1.18,,0.019
SF000207460,9/1/1982,0,,0.017
SF000207460,9/2/1982,0,,0.019
SF000207460,9/3/1982,0,,0.017
SF000207460,9/4/1982,0,,0.018
SF000207460,9/5/1982,0,,0.022
SF000207460,9/6/1982,0,,0.016
SF000207460,9/7/1982,0,,0.021
SF000207460,9/8/1982,0,,0.018
SF000207460,9/9/1982,0,,0.021
SF000207460,9/10/1982,0.26,,0.02
SF000207460,9/11/1982,0.35,,0.021
SF000207460,9/12/1982,0,,0.014
SF000207460,9/13/1982,0,,0.016
SF000207460,9/14/1982,0,,0.026
SF000207460,9/15/1982,0,,0.019
SF000207460,9/16/1982,0,,0.021
SF000207460,9/17/1982,0,,0.019
SF000207460,9/18/1982,0,,0.017
SF000207460,9/19/1982,0,,0.022
SF000207460,9/20/1982,0.18,,0.022
SF000207460,9/21/1982,0,,0.021
SF000207460,9/22/1982,0,,0.023
SF000207460,9/23/1982,0,,0.025
SF000207460,9/24/1982,0,,0.023
SF000207460,9/25/1982,0,,0.025
SF000207460,9/26/1982,0,,0.025
SF000207460,9/27/1982,0,,0.023
SF000207460,9/28/1982,0,,0.022
SF000207460,9/29/1982,0,,0.022
SF000207460,9/30/1982,0,,0.025
SF000207460,10/1/1982,0,,0.025
SF000207460,10/2/1982,0,,0.019
SF000207460,10/3/1982,0,,0.014
SF000207460,10/4/1982,0,,0.02
SF000207460,10/5/1982,0,,0.02
SF000207460,10/6/1982,0.2,,0.02
SF000207460,10/7/1982,0.31,,0.016
SF000207460,10/8/1982,0,,0.022
SF000207460,10/9/1982,0,,0.025
SF000207460,10/10/1982,0,,0.02
SF000207460,10/11/1982,0,,0.032
SF000207460,10/12/1982,0.04,,0.024
SF000207460,10/13/1982,0.26,,0.014
SF000207460,10/14/1982,0.65,,0.02
SF000207460,10/15/1982,0.08,,0.024
SF000207460,10/16/1982,0,,0.019
SF000207460,10/17/1982,0,,0.02
SF000207460,10/18/1982,0,,0.02
SF000207460,10/19/1982,0,,0.019
SF000207460,10/20/1982,0,,0.024
SF000207460,10/21/1982,0,,0.015
SF000207460,10/22/1982,0,,0.03
SF000207460,10/23/1982,0,,0.034
SF000207460,10/24/1982,0,,0.03
SF000207460,10/25/1982,0,,0.025
SF000207460,10/26/1982,0,,0.026
SF000207460,10/27/1982,0,,0.022
SF000207460,10/28/1982,0,,0.024
SF000207460,10/29/1982,0,,0.023
SF000207460,10/30/1982,0,,0.021
SF000207460,10/31/1982,0,,0.018
SF000207460,11/1/1982,0,,0.021
SF000207460,11/2/1982,0,,0.019
SF000207460,11/3/1982,0,,0.024
SF000207460,11/4/1982,0,,0.025
SF000207460,11/5/1982,0,,0.022
SF000207460,11/6/1982,0,,0.035
SF000207460,11/7/1982,0,,0.024
SF000207460,11/8/1982,0.26,,0.015
SF000207460,11/9/1982,0,,0.015
SF000207460,11/10/1982,0,,0.016
SF000207460,11/11/1982,0.49,,0.027
SF000207460,11/12/1982,0,,0.03
SF000207460,11/13/1982,0,,0.028
SF000207460,11/14/1982,0,,0.019
SF000207460,11/15/1982,0,,0.03
SF000207460,11/16/1982,0,,0.018
SF000207460,11/17/1982,0.12,,0.015
SF000207460,11/18/1982,0,,0.021
SF000207460,11/19/1982,0,,0.015
SF000207460,11/20/1982,0,,0.013
SF000207460,11/21/1982,0,,0.02
SF000207460,11/22/1982,0,,0.013
SF000207460,11/23/1982,0,,0.011
SF000207460,11/24/1982,0.08,,0.01
SF000207460,11/25/1982,0.49,,0.01
SF000207460,11/26/1982,0,,0.013
SF000207460,11/27/1982,0,,0.012
SF000207460,11/28/1982,0,,0.014
SF000207460,11/29/1982,0,,0.015
SF000207460,11/30/1982,0,,0.013
SF000207460,12/1/1982,0,,0.018
SF000207460,12/2/1982,0,,0.017
SF000207460,12/3/1982,0,,0.02
SF000207460,12/4/1982,0,,0.016
SF000207460,12/5/1982,0.04,,0.019
SF000207460,12/6/1982,0,,0.023
SF000207460,12/7/1982,0,,0.024
SF000207460,12/8/1982,0,,0.023
SF000207460,12/9/1982,0.51,,0.018
SF000207460,12/10/1982,0.01,,0.02
SF000207460,12/11/1982,0,,0.016
SF000207460,12/12/1982,0.2,,0.018
SF000207460,12/13/1982,0,,0.025
SF000207460,12/14/1982,0,,0.022
SF000207460,12/15/1982,0.31,,0.034
SF000207460,12/16/1982,0,,0.029
SF000207460,12/17/1982,0.53,,0.025
SF000207460,12/18/1982,0,,0.016
SF000207460,12/19/1982,0,,0.016
SF000207460,12/20/1982,0,,0.016
SF000207460,12/21/1982,0,,0.015
SF000207460,12/22/1982,0.22,,0.013
SF000207460,12/23/1982,0,,0.013
SF000207460,12/24/1982,0,,0.015
SF000207460,12/25/1982,0,,0.013
SF000207460,12/26/1982,0.39,,0.014
SF000207460,12/27/1982,0,,0.015
SF000207460,12/28/1982,0,,0.015
SF000207460,12/29/1982,0,,0.012
SF000207460,12/30/1982,0,,0.012
SF000207460,12/31/1982,0,,0.021
SF000207460,1/1/1983,0,,0.025
SF000207460,1/2/1983,0,,0.014
SF000207460,1/3/1983,0.06,,0.014
SF000207460,1/4/1983,0,,0.013
SF000207460,1/5/1983,0,,0.018
SF000207460,1/6/1983,0,,0.024
SF000207460,1/7/1983,0,,0.021
SF000207460,1/8/1983,0,,0.016
SF000207460,1/9/1983,0,,0.014
SF000207460,1/10/1983,0.16,,0.014
SF000207460,1/11/1983,0,,0.013
SF000207460,1/12/1983,0,,0.012
SF000207460,1/13/1983,0,,0.012
SF000207460,1/14/1983,0,,0.022
SF000207460,1/15/1983,0,,0.014
SF000207460,1/16/1983,0,,0.017
SF000207460,1/17/1983,0,,0.016
SF000207460,1/18/1983,0,,0.016
SF000207460,1/19/1983,0,,0.013
SF000207460,1/20/1983,0,,0.013
SF000207460,1/21/1983,0,,0.016
SF000207460,1/22/1983,0,,0.015
SF000207460,1/23/1983,0,,0.015
SF000207460,1/24/1983,0,,0.015
SF000207460,1/25/1983,0,,0.015
SF000207460,1/26/1983,0,,0.013
SF000207460,1/27/1983,0,,0.016
SF000207460,1/28/1983,0,,0.025
SF000207460,1/29/1983,0,,0.016
SF000207460,1/30/1983,0,,0.018
SF000207460,1/31/1983,0,,0.017
SF000207460,2/1/1983,1.02,,0.014
SF000207460,2/2/1983,0,,0.013
SF000207460,2/3/1983,0.14,,0.013
SF000207460,2/4/1983,0,,0.017
SF000207460,2/5/1983,0,,0.017
SF000207460,2/6/1983,0,,0.015
SF000207460,2/7/1983,0,,0.011
SF000207460,2/8/1983,0,,0.012
SF000207460,2/9/1983,0,,0.01
SF000207460,2/10/1983,0.02,,0.017
SF000207460,2/11/1983,0.2,,0.01
SF000207460,2/12/1983,0,,0.01
SF000207460,2/13/1983,0,,0.012
SF000207460,2/14/1983,0,,0.015
SF000207460,2/15/1983,0,,0.013
SF000207460,2/16/1983,0,,0.015
SF000207460,2/17/1983,0,,0.02
SF000207460,2/18/1983,0,,0.03
SF000207460,2/19/1983,0,,0.023
SF000207460,2/20/1983,0,,0.018
SF000207460,2/21/1983,0,,0.018
SF000207460,2/22/1983,0,,0.014
SF000207460,2/23/1983,0,,0.01
SF000207460,2/24/1983,0,,0.007
SF000207460,2/25/1983,0,,0.009
SF000207460,2/26/1983,0.35,,0.014
SF000207460,2/27/1983,0,,0.015
SF000207460,2/28/1983,0,,0.01
SF000207460,3/1/1983,0,,0.008
SF000207460,3/2/1983,0.33,,0.005
SF000207460,3/3/1983,0,,0.005
SF000207460,3/4/1983,0.18,,0.011
SF000207460,3/5/1983,0.28,,0.01
SF000207460,3/6/1983,0,,0.011
SF000207460,3/7/1983,1.77,,0.01
SF000207460,3/8/1983,0,,0.007
SF000207460,3/9/1983,0,,0.009
SF000207460,3/10/1983,0,,0.006
SF000207460,3/11/1983,0,,0.008
SF000207460,3/12/1983,0,,0.009
SF000207460,3/13/1983,0,,0.01
SF000207460,3/14/1983,0,,0.01
SF000207460,3/15/1983,0,,0.01
SF000207460,3/16/1983,0,,0.008
SF000207460,3/17/1983,0.16,,0.007
SF000207460,3/18/1983,0,,0.01
SF000207460,3/19/1983,0,,0.011
SF000207460,3/20/1983,0,,0.011
SF000207460,3/21/1983,0,,0.012
SF000207460,3/22/1983,0,,0.021
SF000207460,3/23/1983,0,,0.018
SF000207460,3/24/1983,0,,0.025
SF000207460,3/25/1983,0,,0.024
SF000207460,3/26/1983,0,,0.021
SF000207460,3/27/1983,0,,0.025
SF000207460,3/28/1983,0,,0.019
SF000207460,3/29/1983,0,,0.022
SF000207460,3/30/1983,0,,0.022
SF000207460,3/31/1983,0,,0.022
SF000207460,4/1/1983,0,,0.025
SF000207460,4/2/1983,0,,0.021
SF000207460,4/3/1983,0,,0.022
SF000207460,4/4/1983,0,,0.021
SF000207460,4/5/1983,0,,0.024
SF000207460,4/6/1983,0,,0.024
SF000207460,4/7/1983,0,,0.022
SF000207460,4/8/1983,0,,0.023
SF000207460,4/9/1983,0,,0.02
SF000207460,4/10/1983,0,,0.019
SF000207460,4/11/1983,0,,0.015
SF000207460,4/12/1983,0,,0.021
SF000207460,4/13/1983,0,,0.018
SF000207460,4/14/1983,0,,0.019
SF000207460,4/15/1983,0,,0.023
SF000207460,4/16/1983,0,,0.014
SF000207460,4/17/1983,0,,0.022
SF000207460,4/18/1983,0,,0.014
SF000207460,4/19/1983,0,,0.013
SF000207460,4/20/1983,0,,0.018
SF000207460,4/21/1983,0,,0.023
SF000207460,4/22/1983,0.33,,0.022
SF000207460,4/23/1983,0,,0.019
SF000207460,4/24/1983,0,,0.028
SF000207460,4/25/1983,0,,0.022
SF000207460,4/26/1983,0,,0.015
SF000207460,4/27/1983,0.18,,0.017
SF000207460,4/28/1983,0,,0.021
SF000207460,4/29/1983,0,,0.027
SF000207460,4/30/1983,0,,0.032
SF000207460,5/1/1983,0.28,,0.027
SF000207460,5/2/1983,0.28,,0.028
SF000207460,5/3/1983,0,,0.03
SF000207460,5/4/1983,0,,0.028
SF000207460,5/5/1983,0,,0.023
SF000207460,5/6/1983,0,,0.026
SF000207460,5/7/1983,0,,0.016
SF000207460,5/8/1983,0,,0.016
SF000207460,5/9/1983,0.04,,0.014
SF000207460,5/10/1983,0.02,,0.018
SF000207460,5/11/1983,0,,0.021
SF000207460,5/12/1983,0,,0.023
SF000207460,5/13/1983,0.04,,0.019
SF000207460,5/14/1983,0.96,,0.021
SF000207460,5/15/1983,0.53,,0.022
SF000207460,5/16/1983,0,,0.023
SF000207460,5/17/1983,0,,0.023
SF000207460,5/18/1983,0,,0.023
SF000207460,5/19/1983,0.55,,0.022
SF000207460,5/20/1983,0.24,,0.02
SF000207460,5/21/1983,1.4,,0.021
SF000207460,5/22/1983,0.57,,0.018
SF000207460,5/23/1983,0,,0.018
SF000207460,5/24/1983,0,,0.016
SF000207460,5/25/1983,0.33,,0.019
SF000207460,5/26/1983,0.53,,0.018
SF000207460,5/27/1983,0,,0.018
SF000207460,5/28/1983,0,,0.019
SF000207460,5/29/1983,0.47,,0.019
SF000207460,5/30/1983,0.06,,0.02
SF000207460,5/31/1983,0.02,,0.017
SF000207460,6/1/1983,0,,0.018
SF000207460,6/2/1983,0.51,,0.018
SF000207460,6/3/1983,0,,0.019
SF000207460,6/4/1983,0,,0.018
SF000207460,6/5/1983,0.24,,0.018
SF000207460,6/6/1983,0,,0.015
SF000207460,6/7/1983,0,,0.014
SF000207460,6/8/1983,0.12,,0.02
SF000207460,6/9/1983,0,,0.018
SF000207460,6/10/1983,0,,0.016
SF000207460,6/11/1983,0.06,,0.017
SF000207460,6/12/1983,0,,0.016
SF000207460,6/13/1983,0,,0.014
SF000207460,6/14/1983,0,,0.021
SF000207460,6/15/1983,0,,0.016
SF000207460,6/16/1983,0.22,,0.017
SF000207460,6/17/1983,0.04,,0.018
SF000207460,6/18/1983,0,,0.012
SF000207460,6/19/1983,0,,0.01
SF000207460,6/20/1983,0,,0.012
SF000207460,6/21/1983,0.37,,0.011
SF000207460,6/22/1983,2.38,,0.012
SF000207460,6/23/1983,1.14,,0.013
SF000207460,6/24/1983,0.67,,0.019
SF000207460,6/25/1983,0.79,,0.016
SF000207460,6/26/1983,1.79,,0.017
SF000207460,6/27/1983,1.42,,0.017
SF000207460,6/28/1983,0,,0.018
SF000207460,6/29/1983,0,,0.019
SF000207460,6/30/1983,0,,0.019
SF000207460,7/1/1983,0,,0.02
SF000207460,7/2/1983,0,,0.021
SF000207460,7/3/1983,0,,0.018
SF000207460,7/4/1983,0.71,,0.015
SF000207460,7/5/1983,0.18,,0.018
SF000207460,7/6/1983,0,,0.021
SF000207460,7/7/1983,0.18,,0.02
SF000207460,7/8/1983,0,,0.023
SF000207460,7/9/1983,0.91,,0.021
SF000207460,7/10/1983,0.24,,0.02
SF000207460,7/11/1983,0,,0.024
SF000207460,7/12/1983,0.06,,0.028
SF000207460,7/13/1983,0.63,,0.027
SF000207460,7/14/1983,0.16,,0.025
SF000207460,7/15/1983,0,,0.026
SF000207460,7/16/1983,0,,0.024
SF000207460,7/17/1983,0,,0.024
SF000207460,7/18/1983,0,,0.025
SF000207460,7/19/1983,0.06,,0.023
SF000207460,7/20/1983,0,,0.021
SF000207460,7/21/1983,0.49,,0.022
SF000207460,7/22/1983,0,,0.027
SF000207460,7/23/1983,0,,0.027
SF000207460,7/24/1983,0,,0.029
SF000207460,7/25/1983,0,,0.031
SF000207460,7/26/1983,0,,0.028
SF000207460,7/27/1983,0,,0.027
SF000207460,7/28/1983,0,,0.028
SF000207460,7/29/1983,0,,0.026
SF000207460,7/30/1983,0,,0.027
SF000207460,7/31/1983,0,,0.027
SF000207460,8/1/1983,0,,0.024
SF000207460,8/2/1983,0.08,,0.023
SF000207460,8/3/1983,0.35,,0.023
SF000207460,8/4/1983,0.45,,0.024
SF000207460,8/5/1983,0.14,,0.027
SF000207460,8/6/1983,0.3,,0.029
SF000207460,8/7/1983,0,,0.028
SF000207460,8/8/1983,0,,0.026
SF000207460,8/9/1983,0,,0.031
SF000207460,8/10/1983,0,,0.028
SF000207460,8/11/1983,0,,0.029
SF000207460,8/12/1983,0,,0.028
SF000207460,8/13/1983,0,,0.03
SF000207460,8/14/1983,0,,0.035
SF000207460,8/15/1983,0,,0.036
SF000207460,8/16/1983,0.16,,0.036
SF000207460,8/17/1983,0,,0.032
SF000207460,8/18/1983,0,,0.03
SF000207460,8/19/1983,0,,0.027
SF000207460,8/20/1983,0.1,,0.019
SF000207460,8/21/1983,0,,0.03
SF000207460,8/22/1983,0,,0.027
SF000207460,8/23/1983,0,,0.028
SF000207460,8/24/1983,0,,0.022
SF000207460,8/25/1983,0,,0.023
SF000207460,8/26/1983,0.12,,0.027
SF000207460,8/27/1983,0.24,,0.028
SF000207460,8/28/1983,0.59,,0.027
SF000207460,8/29/1983,0,,0.028
SF000207460,8/30/1983,0,,0.027
SF000207460,8/31/1983,0,,0.027
SF000207460,9/1/1983,0,,0.027
SF000207460,9/2/1983,0.06,,0.03
SF000207460,9/3/1983,0.94,,0.029
SF000207460,9/4/1983,0,,0.031
SF000207460,9/5/1983,0,,0.035
SF000207460,9/6/1983,0.39,,0.032
SF000207460,9/7/1983,0,,0.03
SF000207460,9/8/1983,0,,0.029
SF000207460,9/9/1983,0,,0.032
SF000207460,9/10/1983,0.02,,0.03
SF000207460,9/11/1983,0.08,,0.03
SF000207460,9/12/1983,0.39,,0.031
SF000207460,9/13/1983,0,,0.03
SF000207460,9/14/1983,0,,0.028
SF000207460,9/15/1983,0.49,,0.03
SF000207460,9/16/1983,0,,0.034
SF000207460,9/17/1983,0,,0.03
SF000207460,9/18/1983,0,,0.027
SF000207460,9/19/1983,0,,0.03
SF000207460,9/20/1983,0.2,,0.027
SF000207460,9/21/1983,0.16,,0.025
SF000207460,9/22/1983,0.28,,0.024
SF000207460,9/23/1983,0,,0.026
SF000207460,9/24/1983,0,,0.029
SF000207460,9/25/1983,0,,0.029
SF000207460,9/26/1983,0,,0.029
SF000207460,9/27/1983,0,,0.039
SF000207460,9/28/1983,0.18,,0.032
SF000207460,9/29/1983,0,,0.026
SF000207460,9/30/1983,0.16,,0.033
SF000207460,10/1/1983,0.26,,0.029
SF000207460,10/2/1983,0.12,,0.027
SF000207460,10/3/1983,0,,0.026
SF000207460,10/4/1983,0,,0.023
SF000207460,10/5/1983,0,,0.022
SF000207460,10/6/1983,0,,0.022
SF000207460,10/7/1983,0,,0.026
SF000207460,10/8/1983,0,,0.023
SF000207460,10/9/1983,0,,0.025
SF000207460,10/10/1983,0,,0.034
SF000207460,10/11/1983,0,,0.028
SF000207460,10/12/1983,0,,0.023
SF000207460,10/13/1983,0,,0.025
SF000207460,10/14/1983,0,,0.032
SF000207460,10/15/1983,0,,0.032
SF000207460,10/16/1983,0,,0.029
SF000207460,10/17/1983,0,,0.031
SF000207460,10/18/1983,0,,0.03
SF000207460,10/19/1983,0,,0.026
SF000207460,10/20/1983,0,,0.027
SF000207460,10/21/1983,0,,0.034
SF000207460,10/22/1983,0.08,,0.031
SF000207460,10/23/1983,0.04,,0.03
SF000207460,10/24/1983,0,,0.03
SF000207460,10/25/1983,0,,0.028
SF000207460,10/26/1983,0,,0.031
SF000207460,10/27/1983,0,,0.028
SF000207460,10/28/1983,0,,0.026
SF000207460,10/29/1983,0,,0.03
SF000207460,10/30/1983,0,,0.026
SF000207460,10/31/1983,0,,0.021
SF000207460,11/1/1983,0,,0.017
SF000207460,11/2/1983,0,,0.008
SF000207460,11/3/1983,0,,0.007
SF000207460,11/4/1983,0,,0.007
SF000207460,11/5/1983,0,,0.005
SF000207460,11/6/1983,0,,0.008
SF000207460,11/7/1983,0,,0.019
SF000207460,11/8/1983,0,,0.019
SF000207460,11/9/1983,0,,0.008
SF000207460,11/10/1983,0,,0.007
SF000207460,11/11/1983,0,,0.007
SF000207460,11/12/1983,0,,0.005
SF000207460,11/13/1983,0,,0.012
SF000207460,11/14/1983,0,,0.006
SF000207460,11/15/1983,0,,0.005
SF000207460,11/16/1983,0,,0.004
SF000207460,11/17/1983,0,,0.004
SF000207460,11/18/1983,0,,0.008
SF000207460,11/19/1983,0,,0.005
SF000207460,11/20/1983,0,,0.006
SF000207460,11/21/1983,0,,0.006
SF000207460,11/22/1983,0,,0.006
SF000207460,11/23/1983,0.57,,0.006
SF000207460,11/24/1983,0,,0.006
SF000207460,11/25/1983,0,,0.009
SF000207460,11/26/1983,0,,0.005
SF000207460,11/27/1983,0,,0.006
SF000207460,11/28/1983,0,,0.007
SF000207460,11/29/1983,0,,0.006
SF000207460,11/30/1983,0,,0.005
SF000207460,12/1/1983,0,,0.005
SF000207460,12/2/1983,0,,0.011
